,0
tract_minority_share,0.10216305930702292
ffiec_msa_md_median_family_income,0.060465681200122856
tract_income_ratio,0.020045762733902062
property_value,0.014558222839659907
loan_amount,0.00840977750239793
income,0.006095361366070873
loan_type,0.00337857722955186
dti_numeric,0.0021700604902229028
tract_population,0.0017809947381107528
dti_missing,0.0
activity_year,-0.00011580082033866291
