target_denied,interest_rate,rate_spread,total_loan_costs,loan_to_value_ratio,property_value
0,0.005120694518195217,0.021572597464680186,0.09107341251186818,0.04345241011638424,0.012957330194088491
1,1.0,1.0,1.0,0.2053476610554428,0.03545480353706878
